Industry,Company,Financial_Metric,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Heavy_Investment_Years
Pharmaceuticals,SUNPHARMA,OCF,,3357,3959,5616,6686,7082,3907,2196,6555,6170,8985,4959,12135,10753.522727012634,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,OCF,,603,903,994,1894,1312,919,1282,2932,3294,2104,2689,3228,3438.000000005588,"2017, 2019"
Pharmaceuticals,OCF,OCF-Average,,1380.0519479619604,1657.428571428571,2157.5714285714284,2237.1428571428573,3066.1428571428573,1796.2857142857142,1758.571428571429,3229.285714285714,3412.428571428572,3503,3359.5714285714284,4483.428571428572,4444.415584493296,
Pharmaceuticals,OCF,OCF-Median,,1251,1563,1237,1741,2382,1751,1666,2984,3329,2811,2689,3648,3438.000000005588,
Pharmaceuticals,AUROPHARMA,CAPEX,,-246,-819,-1017,-1446,-1787,-1927,-2904,-1563,597,-3211,-3971,-4242,-4328.5,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,CAPEX,,-2505.113635,-1265,-950,-4533,-1304,-834,-1688,114,-2374,-1858,-2376,-2982,-3691,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,CAPEX,,-255,-305,-521,-406,-1140,-478,-685,-83,75,-2195,-2707,-269,-1576.204545,
Pharmaceuticals,DRREDDY,CAPEX,,-2941.863635,-1604,-2370,-1610,-1890,-1483,-769,-495,-2255,-2565,-4109,-4034,-5102,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,CAPEX,,-522,-851,-1034,-6769,-2527,470,-3282,1107,-1240,1292,-1287,-1712,166.4772725403309,"2016, 2019"
Pharmaceuticals,SUNPHARMA,CAPEX,,-2375,-2176,-1502,-3949,-4186,-3104,-310,-2225,407,-5556,-7220,-763,-3698.704545,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,CAPEX,,-682,-438,-465,-860,-2872,-974,-3977,-1004,-837,-1018,1542,-1492,761.3863638043404,"2017, 2019"
Pharmaceuticals,CAPEX,CAPEX-Average,,-1360.996753,-1065.428571,-1122.714286,-2796.142857,-2243.714286,-1190,-1945,-592.7142857,-803.8571429,-2158.714286,-2875.428571,-2213.428571,-2495.506493,
Pharmaceuticals,CAPEX,CAPEX-Median,,-682,-851,-1017,-1610,-1890,-974,-1688,-495,-837,-2195,-2707,-1712,-3691,
Pharmaceuticals,AUROPHARMA,FCF,,521,1465,2254,2866,5066,3882,4555,5944,2732,8227,6358,6677,6945.568182468414,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,FCF,,3853.68181668222,2828,2123,6274,3686,2297,3379,2954,6129,5184,5614,7116,8696,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,FCF,,735,862,1347,1444,2290,1254,1639,1299,1872,4107,5166,1530,3614.204545506276,
Pharmaceuticals,DRREDDY,FCF,,5287.659089535475,3574,4894,4873,4034,3286,3639,3479,5825,5376,9997,8577,9745,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,FCF,,1773,2855,3767,6387,6641,1281,4948,362,3062,-925,3184,5360,2449.840909048915,"2016, 2019"
Pharmaceuticals,SUNPHARMA,FCF,,5732,6135,7118,10635,11268,7011,2506,8780,5763,14541,12179,12898,14452.227272242308,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,FCF,,1285,1341,1459,2754,4184,1893,5259,3936,4131,3122,1147,4720,2676.613636201248,"2017, 2019"
Pharmaceuticals,FCF,FCF-Average,,2741.048700888242,2722.8571428571427,3280.285714285714,5033.285714285715,5309.857142857143,2986.285714285714,3703.571428571429,3822,4216.285714285715,5661.714285714285,6235,6696.857142857143,6939.92207792388,
Pharmaceuticals,FCF,FCF-Median,,1773,2828,2254,4873,4184,2297,3639,3479,4131,5184,5614,6677,6945.568182468414,
Pharmaceuticals,AUROPHARMA,FCF_Rank,,13,12,11,9,6,8,7,5,10,1,4,3,2,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,FCF_Rank,,7,11,13,3,8,12,9,10,4,6,5,2,1,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,FCF_Rank,,13,12,9,8,4,11,6,10,5,2,1,7,3,
Pharmaceuticals,DRREDDY,FCF_Rank,,6,11,7,8,9,13,10,12,4,5,1,3,2,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,FCF_Rank,,10,8,5,2,1,11,4,12,7,13,6,3,9,"2016, 2019"
Pharmaceuticals,SUNPHARMA,FCF_Rank,,12,10,8,6,5,9,13,7,11,1,4,3,2,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,FCF_Rank,,12,11,10,7,3,9,1,5,4,6,13,2,8,"2017, 2019"
Pharmaceuticals,FCF_Rank,FCF_Rank-Average,,10.428571428571429,10.714285714285714,9,6.142857142857143,5.142857142857143,10.428571428571429,7.142857142857143,8.714285714285714,6.428571428571429,4.857142857142857,4.857142857142857,3.2857142857142856,3.857142857142857,
Pharmaceuticals,FCF_Rank,FCF_Rank-Median,,12,11,9,7,5,11,7,10,5,5,4,3,2,
Pharmaceuticals,AUROPHARMA,Financing_CF,,108,118,93,365,-1915,864,1919,-1947,-1365,-2969,1814,800,643.522727265954,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Financing_CF,,1418.2499990314243,-266,165,3104,-1326,-385,-349,-2949,-1240,-1600,-958,-1200,-1293,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Financing_CF,,-231,-248,-303,-631,2,-314,-246,-1091,-35,-532,-797,-799,-891.2954545,
Pharmaceuticals,DRREDDY,Financing_CF,,708.06818151474,-24,-433,-1700,-369,-444,-2133,-2516,-30,-242,-2686,-376,1186,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Financing_CF,,-663,-857,-197,5836,433,-1492,744,-891,-1885,-1572,-337,-2184,-3300.568181,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Financing_CF,,-665,507,-1187,-1889,-2285,-1539,-2731,-5715,-5980,-5193,2376,-6710,-3748.386364,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Financing_CF,,286,-529,-351,-935,2316,52,1885,-1528,-2548,-868,-4400,-1810,-4320.181818,"2017, 2019"
Pharmaceuticals,Financing_CF,Financing_CF-Average,,137.33116864945208,-185.5714286,-316.1428571,592.8571428571429,-449.1428571,-465.4285714,-130.1428571,-2376.714286,-1869,-1853.714286,-712.5714286,-1754.142857,-1674.844156,
Pharmaceuticals,Financing_CF,Financing_CF-Median,,108,-248,-303,-631,-369,-385,-246,-1947,-1365,-1572,-797,-1200,-1293,
Pharmaceuticals,AUROPHARMA,Net,,137,-55,313,340,-424,892,666,871,2561,-1164,230,-1007,-1067.863636,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Net,,262.1590907983482,33,388,312,-248,243,-345,234,141,-132,-97,-49,21,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Net,,-5,3,3,0,13,-17,23,41,1987,-816,-1045,193,-429.4090908,
Pharmaceuticals,DRREDDY,Net,,111.13636360317469,342,-280,-47,-114,-124,-31,-27,1286,3,-907,133,726,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Net,,66,296,1502,-1315,2019,729,-872,1685,-1303,87,273,-248,-517.5681817,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Net,,316,2290,2927,848,611,-736,-844,-1386,596,-1765,115,4662,3305.7727265954018,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Net,,207,-64,178,99,756,-3,-811,399,-90,219,-170,-75,-121.4772727,"2017, 2019"
Pharmaceuticals,Net,Net-Average,,156.3279220573604,406.4285714285714,718.7142857142857,33.857142857142854,373.2857142857143,140.57142857142858,-316.2857143,259.57142857142856,739.7142857142857,-509.7142857,-228.7142857,515.5714285714286,273.77922076805095,
Pharmaceuticals,Net,Net-Median,,137,33,313,99,13,-3,-345,234,596,-132,-97,-49,-121.4772727,
Pharmaceuticals,AUROPHARMA,Heavy_Investment_Flag,,0,0,0,0,0,1,0,1,0,1,0,1,1,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Heavy_Investment_Flag,,1,0,0,1,0,0,0,0,1,0,0,0,0,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pharmaceuticals,DRREDDY,Heavy_Investment_Flag,,1,1,1,0,0,0,0,0,1,0,1,1,1,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Heavy_Investment_Flag,,0,0,0,1,0,0,1,0,0,0,0,0,0,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Heavy_Investment_Flag,,0,1,1,0,1,1,0,1,0,1,1,0,0,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Heavy_Investment_Flag,,0,0,0,0,1,0,1,0,0,0,0,0,0,"2017, 2019"
Pharmaceuticals,Heavy_Investment_Flag,Heavy_Investment_Flag-Average,,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,
Pharmaceuticals,Heavy_Investment_Flag,Heavy_Investment_Flag-Median,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pharmaceuticals,AUROPHARMA,Cash from Operating Activity,,275,646,1237,1420,3279,1955,1651,4381,3329,5016,2387,2435,2617.068182826042,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Cash from Operating Activity,,1348.5681815594437,1563,1173,1741,2382,1463,1691,3068,3755,3326,3238,4134,5005,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Cash from Operating Activity,,480,557,826,1038,1150,776,954,1216,1947,1912,2459,1261,2038.0000000195575,
Pharmaceuticals,DRREDDY,Cash from Operating Activity,,2345.79545417428,1970,2524,3263,2144,1803,2870,2984,3570,2811,5888,4543,4643,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Cash from Operating Activity,,1251,2004,2733,-382,4114,1751,1666,1469,1822,367,1897,3648,2616.318181589246,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Cash from Operating Activity,,3357,3959,5616,6686,7082,3907,2196,6555,6170,8985,4959,12135,10753.522727012634,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Cash from Operating Activity,,603,903,994,1894,1312,919,1282,2932,3294,2104,2689,3228,3438.000000005588,"2017, 2019"
Pharmaceuticals,Cash from Operating Activity,Cash from Operating Activity-Average,,1380.0519479619604,1657.428571428571,2157.5714285714284,2237.1428571428573,3066.1428571428573,1796.2857142857142,1758.571428571429,3229.285714285714,3412.428571428572,3503,3359.5714285714284,4483.428571428572,4444.415584493296,
Pharmaceuticals,Cash from Operating Activity,Cash from Operating Activity-Median,,1251,1563,1237,1741,2382,1751,1666,2984,3329,2811,2689,3648,3438.000000005588,
Pharmaceuticals,AUROPHARMA,Cash from Investing Activity,,-246,-819,-1017,-1446,-1787,-1927,-2904,-1563,597,-3211,-3971,-4242,-4328.5,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Cash from Investing Activity,,-2505.113635,-1265,-950,-4533,-1304,-834,-1688,114,-2374,-1858,-2376,-2982,-3691,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Cash from Investing Activity,,-255,-305,-521,-406,-1140,-478,-685,-83,75,-2195,-2707,-269,-1576.204545,
Pharmaceuticals,DRREDDY,Cash from Investing Activity,,-2941.863635,-1604,-2370,-1610,-1890,-1483,-769,-495,-2255,-2565,-4109,-4034,-5102,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Cash from Investing Activity,,-522,-851,-1034,-6769,-2527,470,-3282,1107,-1240,1292,-1287,-1712,166.4772725403309,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Cash from Investing Activity,,-2375,-2176,-1502,-3949,-4186,-3104,-310,-2225,407,-5556,-7220,-763,-3698.704545,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Cash from Investing Activity,,-682,-438,-465,-860,-2872,-974,-3977,-1004,-837,-1018,1542,-1492,761.3863638043404,"2017, 2019"
Pharmaceuticals,Cash from Investing Activity,Cash from Investing Activity-Average,,-1360.996753,-1065.428571,-1122.714286,-2796.142857,-2243.714286,-1190,-1945,-592.7142857,-803.8571429,-2158.714286,-2875.428571,-2213.428571,-2495.506493,
Pharmaceuticals,Cash from Investing Activity,Cash from Investing Activity-Median,,-682,-851,-1017,-1610,-1890,-974,-1688,-495,-837,-2195,-2707,-1712,-3691,
Pharmaceuticals,AUROPHARMA,Cash from Financing Activity,,108,118,93,365,-1915,864,1919,-1947,-1365,-2969,1814,800,643.522727265954,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Cash from Financing Activity,,1418.2499990314243,-266,165,3104,-1326,-385,-349,-2949,-1240,-1600,-958,-1200,-1293,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Cash from Financing Activity,,-231,-248,-303,-631,2,-314,-246,-1091,-35,-532,-797,-799,-891.2954545,
Pharmaceuticals,DRREDDY,Cash from Financing Activity,,708.06818151474,-24,-433,-1700,-369,-444,-2133,-2516,-30,-242,-2686,-376,1186,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Cash from Financing Activity,,-663,-857,-197,5836,433,-1492,744,-891,-1885,-1572,-337,-2184,-3300.568181,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Cash from Financing Activity,,-665,507,-1187,-1889,-2285,-1539,-2731,-5715,-5980,-5193,2376,-6710,-3748.386364,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Cash from Financing Activity,,286,-529,-351,-935,2316,52,1885,-1528,-2548,-868,-4400,-1810,-4320.181818,"2017, 2019"
Pharmaceuticals,Cash from Financing Activity,Cash from Financing Activity-Average,,137.33116864945208,-185.5714286,-316.1428571,592.8571428571429,-449.1428571,-465.4285714,-130.1428571,-2376.714286,-1869,-1853.714286,-712.5714286,-1754.142857,-1674.844156,
Pharmaceuticals,Cash from Financing Activity,Cash from Financing Activity-Median,,108,-248,-303,-631,-369,-385,-246,-1947,-1365,-1572,-797,-1200,-1293,
Pharmaceuticals,AUROPHARMA,Net Cash Flow,,137,-55,313,340,-424,892,666,871,2561,-1164,230,-1007,-1067.863636,"2018, 2020, 2022, 2024, 2025"
Pharmaceuticals,CIPLA,Net Cash Flow,,262.1590907983482,33,388,312,-248,243,-345,234,141,-132,-97,-49,21,"2013, 2016, 2021"
Pharmaceuticals,DIVISLAB,Net Cash Flow,,-5,3,3,0,13,-17,23,41,1987,-816,-1045,193,-429.4090908,
Pharmaceuticals,DRREDDY,Net Cash Flow,,111.13636360317469,342,-280,-47,-114,-124,-31,-27,1286,3,-907,133,726,"2013, 2014, 2015, 2021, 2023, 2024, 2025"
Pharmaceuticals,LUPIN,Net Cash Flow,,66,296,1502,-1315,2019,729,-872,1685,-1303,87,273,-248,-517.5681817,"2016, 2019"
Pharmaceuticals,SUNPHARMA,Net Cash Flow,,316,2290,2927,848,611,-736,-844,-1386,596,-1765,115,4662,3305.7727265954018,"2014, 2015, 2017, 2018, 2020, 2022, 2023"
Pharmaceuticals,ZYDUSLIFE,Net Cash Flow,,207,-64,178,99,756,-3,-811,399,-90,219,-170,-75,-121.4772727,"2017, 2019"
Pharmaceuticals,Net Cash Flow,Net Cash Flow-Average,,156.3279220573604,406.4285714285714,718.7142857142857,33.857142857142854,373.2857142857143,140.57142857142858,-316.2857143,259.57142857142856,739.7142857142857,-509.7142857,-228.7142857,515.5714285714286,273.77922076805095,
Pharmaceuticals,Net Cash Flow,Net Cash Flow-Median,,137,33,313,99,13,-3,-345,234,596,-132,-97,-49,-121.4772727,
Real,DLF,OCF,,2009,1468,2037,2957,-898,270,2043,356,1460,2832,2375,2539,3617.5000000596046,"2016, 2018"
Real,GODREJPROP,OCF,,-1192.818181,-689,-941,490,-566,1155,478,-232,-671,-452,-2861,-693,-2242,"2021, 2025"
Real,PHOENIXLTD,OCF,,826.2045449465513,377,564,497,1419,1514,350,739,432,781,1356,2162,2084,"2014, 2019"
Real,PRESTIGE,OCF,,106,148,-478,435,514,1072,762,2226,1839,2140,1540,1297,1770.7045456171036,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,OCF,OCF-Average,,437.0965909026563,326,295.5,1094.75,117.25,1002.75,908.25,772.25,765,1325.25,602.5,1326.25,1307.551136419177,
Real,OCF,OCF-Median,,466.10227247327566,262.5,43,493.5,-26,1113.5,620,547.5,946,1460.5,1448,1729.5,1927.352272808552,
Real,DLF,CAPEX,,1995,3924,98,-818,872,-2102,3,6508,150,267,-461,-1529,-592.6590909,"2016, 2018"
Real,GODREJPROP,CAPEX,,-290.9090904,-185,-96,191,14,-973,-971,-1721,-3317,127,2564,-1974,-4307,"2021, 2025"
Real,PHOENIXLTD,CAPEX,,-598.0909093,-1246,-102,-377,-354,-1825,-1394,-362,-950,-2841,-1528,-1859,-2162,"2014, 2019"
Real,PRESTIGE,CAPEX,,-662,-693,-426,-710,-522,-2005,-549,-2346,355,-4016,-2697,-2455,-3414.818182,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,CAPEX,CAPEX-Average,,111.0000000912696,450,-131.5,-428.5,2.5,-1726.25,-727.75,519.75,-940.5,-1615.75,-530.5,-1954.25,-2619.119318,
Real,CAPEX,CAPEX-Median,,-444.4999998,-439,-99,-543.5,-170,-1915,-760,-1041.5,-400,-1357,-994.5,-1916.5,-2788.409091,
Real,DLF,FCF,,14,-2456,1939,3775,-1770,2372,2040,-6152,1310,2565,2836,4068,4210.159090962261,"2016, 2018"
Real,GODREJPROP,FCF,,-901.909091,-504,-845,299,-580,2128,1449,1489,2646,-579,-5425,1281,2065,"2021, 2025"
Real,PHOENIXLTD,FCF,,1424.2954542264342,1623,666,874,1773,3339,1744,1101,1382,3622,2884,4021,4246,"2014, 2019"
Real,PRESTIGE,FCF,,768,841,-52,1145,1036,3077,1311,4572,1484,6156,4237,3752,5185.522727385163,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,FCF,FCF-Average,,326.0965908113867,-124,427,1523.25,114.75,2729,1636,252.5,1705.5,2941,1133,3280.5,3926.670454586856,
Real,FCF,FCF-Median,,391,168.5,307,1009.5,228,2724.5,1596.5,1295,1433,3093.5,2860,3886.5,4228.0795454811305,
Real,DLF,FCF_Rank,,10,12,8,3,11,6,7,13,9,5,4,2,1,"2016, 2018"
Real,GODREJPROP,FCF_Rank,,12,8,11,7,10,2,5,4,1,9,13,6,3,"2021, 2025"
Real,PHOENIXLTD,FCF_Rank,,9,8,13,12,6,4,7,11,10,3,5,2,1,"2014, 2019"
Real,PRESTIGE,FCF_Rank,,12,11,13,9,10,6,8,3,7,1,4,5,2,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,FCF_Rank,FCF_Rank-Average,,10.75,9.75,11.25,7.75,9.25,4.5,6.75,7.75,6.75,4.5,6.5,3.75,1.75,
Real,FCF_Rank,FCF_Rank-Median,,11,9.5,12,8,10,5,7,7.5,8,4,4.5,3.5,1.5,
Real,DLF,Financing_CF,,-3951,-4532,-1547,-1929,787,-232,875,-9522,-2184,-3828,-2013,177,-2421.795455,"2016, 2018"
Real,GODREJPROP,Financing_CF,,1875.363634109497,1566,852,-554,335,-493,970,1974,4259,235,832,3258,6710,"2021, 2025"
Real,PHOENIXLTD,Financing_CF,,-276.0227267,886,-455,-71,-1108,277,1053,-287,522,2228,132,-299,-47,"2014, 2019"
Real,PRESTIGE,Financing_CF,,823,371,1104,225,-80,960,87,252,-634,1598,546,1969,2002.5681815445423,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Financing_CF,Financing_CF-Average,,-382.1647731,-427.25,-11.5,-582.25,-16.5,128,746.25,-1895.75,490.75,58.25,-125.75,1276.25,1560.943181719631,
Real,Financing_CF,Financing_CF-Median,,273.48863664641976,628.5,198.5,-312.5,127.5,22.5,922.5,-17.5,-56,916.5,339,1073,977.7840907722712,
Real,DLF,Net,,52,860,588,210,761,-2064,2921,-2658,-573,-729,-98,1186,602.590908780694,"2016, 2018"
Real,GODREJPROP,Net,,391.5000000372529,692,-184,126,-217,-311,476,22,271,-90,536,591,160,"2021, 2025"
Real,PHOENIXLTD,Net,,-47.68181815,17,7,50,-43,-33,9,90,3,167,-40,3,-126,"2014, 2019"
Real,PRESTIGE,Net,,267,-174,200,-50,-87,26,300,133,1560,-278,-612,812,358.6590909389779,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Net,Net-Average,,165.70454547088593,348.75,152.75,84,103.5,-595.5,926.5,-603.25,315.25,-232.5,-53.5,648,248.812499929918,
Real,Net,Net-Median,,159.5,354.5,103.5,88,-65,-172,388,56,137,-184,-69,701.5,259.3295454694889,
Real,DLF,Heavy_Investment_Flag,,0,0,0,1,0,1,0,0,0,0,0,0,0,"2016, 2018"
Real,GODREJPROP,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,1,0,0,0,1,"2021, 2025"
Real,PHOENIXLTD,Heavy_Investment_Flag,,0,1,0,0,0,0,1,0,0,0,0,0,0,"2014, 2019"
Real,PRESTIGE,Heavy_Investment_Flag,,1,0,1,0,1,0,0,1,0,1,1,1,0,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Heavy_Investment_Flag,Heavy_Investment_Flag-Average,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,
Real,Heavy_Investment_Flag,Heavy_Investment_Flag-Median,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Real,DLF,Cash from Operating Activity,,2009,1468,2037,2957,-898,270,2043,356,1460,2832,2375,2539,3617.5000000596046,"2016, 2018"
Real,GODREJPROP,Cash from Operating Activity,,-1192.818181,-689,-941,490,-566,1155,478,-232,-671,-452,-2861,-693,-2242,"2021, 2025"
Real,PHOENIXLTD,Cash from Operating Activity,,826.2045449465513,377,564,497,1419,1514,350,739,432,781,1356,2162,2084,"2014, 2019"
Real,PRESTIGE,Cash from Operating Activity,,106,148,-478,435,514,1072,762,2226,1839,2140,1540,1297,1770.7045456171036,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Cash from Operating Activity,Cash from Operating Activity-Average,,437.0965909026563,326,295.5,1094.75,117.25,1002.75,908.25,772.25,765,1325.25,602.5,1326.25,1307.551136419177,
Real,Cash from Operating Activity,Cash from Operating Activity-Median,,466.10227247327566,262.5,43,493.5,-26,1113.5,620,547.5,946,1460.5,1448,1729.5,1927.352272808552,
Real,DLF,Cash from Investing Activity,,1995,3924,98,-818,872,-2102,3,6508,150,267,-461,-1529,-592.6590909,"2016, 2018"
Real,GODREJPROP,Cash from Investing Activity,,-290.9090904,-185,-96,191,14,-973,-971,-1721,-3317,127,2564,-1974,-4307,"2021, 2025"
Real,PHOENIXLTD,Cash from Investing Activity,,-598.0909093,-1246,-102,-377,-354,-1825,-1394,-362,-950,-2841,-1528,-1859,-2162,"2014, 2019"
Real,PRESTIGE,Cash from Investing Activity,,-662,-693,-426,-710,-522,-2005,-549,-2346,355,-4016,-2697,-2455,-3414.818182,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Cash from Investing Activity,Cash from Investing Activity-Average,,111.0000000912696,450,-131.5,-428.5,2.5,-1726.25,-727.75,519.75,-940.5,-1615.75,-530.5,-1954.25,-2619.119318,
Real,Cash from Investing Activity,Cash from Investing Activity-Median,,-444.4999998,-439,-99,-543.5,-170,-1915,-760,-1041.5,-400,-1357,-994.5,-1916.5,-2788.409091,
Real,DLF,Cash from Financing Activity,,-3951,-4532,-1547,-1929,787,-232,875,-9522,-2184,-3828,-2013,177,-2421.795455,"2016, 2018"
Real,GODREJPROP,Cash from Financing Activity,,1875.363634109497,1566,852,-554,335,-493,970,1974,4259,235,832,3258,6710,"2021, 2025"
Real,PHOENIXLTD,Cash from Financing Activity,,-276.0227267,886,-455,-71,-1108,277,1053,-287,522,2228,132,-299,-47,"2014, 2019"
Real,PRESTIGE,Cash from Financing Activity,,823,371,1104,225,-80,960,87,252,-634,1598,546,1969,2002.5681815445423,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Cash from Financing Activity,Cash from Financing Activity-Average,,-382.1647731,-427.25,-11.5,-582.25,-16.5,128,746.25,-1895.75,490.75,58.25,-125.75,1276.25,1560.943181719631,
Real,Cash from Financing Activity,Cash from Financing Activity-Median,,273.48863664641976,628.5,198.5,-312.5,127.5,22.5,922.5,-17.5,-56,916.5,339,1073,977.7840907722712,
Real,DLF,Net Cash Flow,,52,860,588,210,761,-2064,2921,-2658,-573,-729,-98,1186,602.590908780694,"2016, 2018"
Real,GODREJPROP,Net Cash Flow,,391.5000000372529,692,-184,126,-217,-311,476,22,271,-90,536,591,160,"2021, 2025"
Real,PHOENIXLTD,Net Cash Flow,,-47.68181815,17,7,50,-43,-33,9,90,3,167,-40,3,-126,"2014, 2019"
Real,PRESTIGE,Net Cash Flow,,267,-174,200,-50,-87,26,300,133,1560,-278,-612,812,358.6590909389779,"2013, 2015, 2017, 2020, 2022, 2023, 2024"
Real,Net Cash Flow,Net Cash Flow-Average,,165.70454547088593,348.75,152.75,84,103.5,-595.5,926.5,-603.25,315.25,-232.5,-53.5,648,248.812499929918,
Real,Net Cash Flow,Net Cash Flow-Median,,159.5,354.5,103.5,88,-65,-172,388,56,137,-184,-69,701.5,259.3295454694889,
Retail,ABFRL,OCF,,-268.7999998,-113.4285713,36.40714297257364,180.7071429323405,319.47142861783504,452.7000000234693,528,644,1104,951,636,1341,1230.3000000398606,
Retail,DMART,OCF,,77.88636352866888,198,222,433,455,730,807,1280,1375,1372,2630,2746,2463,
Retail,RELIANCE,OCF,,55288.63632965088,43261,34374,38134,49550,71459,42346,94877,26958,110654,115032,158788,178703,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Retail,TITAN,OCF,,-883.0681814,-555,503,576,1712,-51,1243,-348,4139,-724,1370,1695,-541,
Retail,VBL,OCF,,297,431,555,826,620,1000,1308,1012,1231,1790,2391,3381,3534.2727272957563,
Retail,OCF,OCF-Average,,10902.330902398378,8644.314285745844,7138.081428594514,8029.941428586468,10531.294285723568,14718.140000004694,9246.4,19493,6961.4,22808.6,24411.8,33590.2,37077.91454546712,
Retail,OCF,OCF-Median,,77.88636352866888,198,503,576,620,730,1243,1012,1375,1372,2391,2746,2463,
Retail,ABFRL,CAPEX,,-9934.257145,-7506.57143,-5427.992857,-3698.521429,-2318.157143,-1286.899999,-277,-551,-855,-553,-387,-2992,-3843.100002,
Retail,DMART,CAPEX,,192.4318180382252,-270,-474,-633,-2482,464,-958,-4657,-1110,-1289,-2313,-2468,-2185,
Retail,RELIANCE,CAPEX,,-54027.56818,-73070,-64706,-36186,-66201,-68192,-94507,-72497,-142385,-109162,-93001,-113581,-137535,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
