Industry,Company,Financial_Metric,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Infrastructure,NCC,PAT CAGR %,,,,,,,,,,,,,,,,,,,28.99
Infrastructure,SECTOR_Infrastructure,Sector Net Margin %,,,,,,,,3.19,4.7,3.71,3.54,3.21,3.31,3.21,3.51,2.74,1.9,2.53,3.79
IT,HCLTECH,Depreciation,,,,,,,,637.0,681.0,404.0,410.0,828.0,1383.0,2073.0,3420.0,4611.0,4326.0,4145.0,4173.0
IT,HCLTECH,Ebit,,,,,,,,5680.0,8035.0,8486.0,6654.0,10390.0,11246.0,13926.0,17316.0,20048.0,20529.0,22628.0,24198.0
IT,HCLTECH,Eps In Rs,,,,,,,,14.49,23.25,26.02,19.86,30.16,31.32,37.31,40.75,41.07,49.74,54.73,57.86
IT,HCLTECH,Expenses,,,,,,,,19901.0,24108.0,28215.0,24482.0,37178.0,39323.0,46501.0,53360.0,55331.0,65122.0,78828.0,85715.0
IT,HCLTECH,Interest,,,,,,,,106.0,114.0,91.0,74.0,89.0,69.0,174.0,505.0,511.0,319.0,353.0,553.0
IT,HCLTECH,Other Income,,,,,,,,332.0,677.0,1126.0,871.0,1069.0,1230.0,943.0,589.0,927.0,1067.0,1358.0,1495.0
IT,HCLTECH,Pat,,,,,,,,4040.0,6528.0,7342.0,5602.0,8606.0,8722.0,10120.0,11057.0,11169.0,13523.0,14845.0,15710.0
IT,HCLTECH,Pbt,,,,,,,,5270.0,7917.0,9117.0,7041.0,10542.0,11024.0,12622.0,13980.0,15853.0,16951.0,19488.0,20967.0
IT,HCLTECH,Revenue,,,,,,,,25581.0,32144.0,36701.0,31136.0,47568.0,50569.0,60427.0,70676.0,75379.0,85651.0,101456.0,109913.0
IT,INFY,Depreciation,,,,,,,,1099.0,1317.0,1017.0,1459.0,1703.0,1863.0,2011.0,2893.0,3267.0,3476.0,4225.0,4678.0
IT,INFY,Ebit,,,,,,,,11538.0,13390.0,14883.0,17079.0,18604.0,18822.0,20170.0,22267.0,27889.0,31491.0,35130.0,36425.0
IT,INFY,Eps In Rs,,,,,,,,20.52,23.31,26.93,29.36,31.24,36.69,35.26,38.96,45.42,52.56,58.08,63.2
IT,INFY,Expenses,,,,,,,,28814.0,36743.0,38436.0,45362.0,49880.0,51700.0,62505.0,68524.0,72583.0,90150.0,111637.0,117245.0
IT,INFY,Interest,,,,,,,,5.0,9.0,12.0,0.0,0.0,0.0,0.0,170.0,195.0,200.0,284.0,470.0
IT,INFY,Other Income,,,,,,,,2365.0,2664.0,3430.0,3120.0,3050.0,3311.0,2882.0,2803.0,2201.0,2295.0,2701.0,4711.0
IT,INFY,Pat,,,,,,,,9429.0,10656.0,12372.0,13489.0,14353.0,16029.0,15410.0,16639.0,19423.0,22146.0,24108.0,26248.0
IT,INFY,Pbt,,,,,,,,12799.0,14728.0,17284.0,18740.0,19951.0,20270.0,21041.0,22007.0,26628.0,30110.0,33322.0,35988.0
IT,INFY,Revenue,,,,,,,,40352.0,50133.0,53319.0,62441.0,68484.0,70522.0,82675.0,90791.0,100472.0,121641.0,146767.0,153670.0
IT,LTIM,Depreciation,,,,,,,,123.0,130.0,158.0,174.0,178.0,156.0,147.0,273.0,332.0,597.0,723.0,819.0
IT,LTIM,Ebit,,,,,,,,870.0,1147.0,1005.0,1028.0,1230.0,1187.0,1883.0,2029.0,2725.0,5249.0,6108.0,6387.0
IT,LTIM,Eps In Rs,,,,,,,,174.14,308.96,238.3,49.25,56.91,64.65,87.37,87.3,110.79,225.27,149.02,154.72
IT,LTIM,Expenses,,,,,,,,2981.0,3773.0,3973.0,4819.0,5271.0,6119.0,7562.0,8849.0,9645.0,20860.0,27075.0,29130.0
IT,LTIM,Interest,,,,,,,,21.0,31.0,10.0,6.0,3.0,16.0,11.0,83.0,79.0,123.0,150.0,222.0
IT,LTIM,Other Income,,,,,,,,22.0,217.0,99.0,187.0,187.0,426.0,302.0,329.0,274.0,766.0,557.0,702.0
IT,LTIM,Pat,,,,,,,,562.0,996.0,769.0,836.0,971.0,1112.0,1516.0,1520.0,1938.0,3950.0,4410.0,4585.0
IT,LTIM,Pbt,,,,,,,,749.0,1204.0,936.0,1035.0,1236.0,1442.0,2028.0,2003.0,2588.0,5294.0,5792.0,6049.0
IT,LTIM,Revenue,,,,,,,,3851.0,4920.0,4978.0,5846.0,6501.0,7306.0,9446.0,10879.0,12370.0,26109.0,33183.0,35517.0
IT,MINDTREE,Depreciation,,,,,,71.0,70.0,62.0,81.0,102.0,166.0,186.0,172.0,164.0,275.0,260.0,242.0,,
IT,MINDTREE,Ebit,,,,,,178.0,293.0,452.0,610.0,709.0,821.0,704.0,740.0,1064.0,1082.0,1657.0,2196.0,,
IT,MINDTREE,Eps In Rs,,,,,,6.33,13.49,20.34,27.03,32.04,32.93,24.92,34.78,45.93,38.33,67.43,100.3,,
IT,MINDTREE,Expenses,,,,,,1331.0,1622.0,1909.0,2422.0,2853.0,3852.0,4532.0,4722.0,5957.0,6683.0,6311.0,8330.0,,
IT,MINDTREE,Interest,,,,,,0.0,0.0,1.0,0.0,0.0,16.0,19.0,17.0,3.0,53.0,50.0,50.0,,
IT,MINDTREE,Other Income,,,,,,24.0,38.0,35.0,50.0,84.0,84.0,55.0,190.0,89.0,76.0,152.0,307.0,,
IT,MINDTREE,Pat,,,,,,102.0,218.0,339.0,451.0,536.0,552.0,419.0,570.0,754.0,631.0,1110.0,1653.0,,
IT,MINDTREE,Pbt,,,,,,130.0,262.0,424.0,578.0,691.0,723.0,555.0,742.0,987.0,829.0,1498.0,2211.0,,
IT,MINDTREE,Revenue,,,,,,1509.0,1915.0,2362.0,3032.0,3562.0,4673.0,5236.0,5463.0,7022.0,7764.0,7968.0,10525.0,,
IT,MPHASIS,Depreciation,,,,,,,,145.0,50.0,98.0,121.0,79.0,71.0,76.0,232.0,242.0,291.0,325.0,410.0
IT,MPHASIS,Ebit,,,,,,,,1033.0,440.0,870.0,863.0,969.0,1062.0,1324.0,1650.0,1803.0,2118.0,2434.0,2422.0
IT,MPHASIS,Eps In Rs,,,,,,,,35.4,14.4,32.1,30.05,37.62,43.34,57.64,63.52,65.06,76.19,86.94,82.27
IT,MPHASIS,Expenses,,,,,,,,4764.0,2154.0,4925.0,5218.0,5108.0,5483.0,6407.0,7193.0,7919.0,9844.0,11365.0,10857.0
IT,MPHASIS,Interest,,,,,,,,33.0,11.0,28.0,24.0,14.0,13.0,17.0,81.0,63.0,74.0,97.0,161.0
IT,MPHASIS,Other Income,,,,,,,,140.0,44.0,194.0,172.0,223.0,149.0,177.0,178.0,133.0,160.0,162.0,218.0
IT,MPHASIS,Pat,,,,,,,,744.0,303.0,675.0,632.0,792.0,838.0,1073.0,1185.0,1217.0,1431.0,1638.0,1555.0
IT,MPHASIS,Pbt,,,,,,,,995.0,422.0,938.0,890.0,1099.0,1128.0,1407.0,1515.0,1631.0,1913.0,2173.0,2068.0
IT,MPHASIS,Revenue,,,,,,,,5796.0,2594.0,5795.0,6081.0,6076.0,6546.0,7731.0,8844.0,9722.0,11961.0,13798.0,13279.0
IT,PERSISTENT,Depreciation,,,,,,,,78.0,103.0,94.0,99.0,149.0,158.0,157.0,166.0,176.0,166.0,272.0,309.0
IT,PERSISTENT,Ebit,,,,,,,,313.0,415.0,390.0,392.0,465.0,469.0,556.0,493.0,683.0,958.0,1519.0,1676.0
IT,PERSISTENT,Eps In Rs,,,,,,,,11.73,15.58,18.16,17.33,18.84,20.19,21.98,22.26,29.48,45.15,60.24,70.98
IT,PERSISTENT,Expenses,,,,,,,,982.0,1255.0,1501.0,1921.0,2413.0,2565.0,2810.0,3073.0,3505.0,4753.0,6831.0,8146.0
IT,PERSISTENT,Interest,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,47.0,47.0
IT,PERSISTENT,Other Income,,,,,,,,29.0,31.0,94.0,77.0,84.0,119.0,88.0,132.0,108.0,144.0,41.0,128.0
IT,PERSISTENT,Pat,,,,,,,,188.0,249.0,291.0,277.0,301.0,323.0,352.0,340.0,451.0,690.0,921.0,1093.0
IT,PERSISTENT,Pbt,,,,,,,,263.0,343.0,390.0,370.0,401.0,429.0,486.0,452.0,609.0,924.0,1241.0,1448.0
IT,PERSISTENT,Revenue,,,,,,,,1295.0,1669.0,1891.0,2312.0,2878.0,3034.0,3366.0,3566.0,4188.0,5711.0,8351.0,9822.0
IT,TATAELXSI,Depreciation,,,13.0,16.0,17.0,17.0,21.0,24.0,35.0,26.0,,,,,,,,,
IT,TATAELXSI,Ebit,,,75.0,82.0,68.0,48.0,75.0,73.0,137.0,178.0,,,,,,,,,
IT,TATAELXSI,Eps In Rs,,,8.48,9.34,7.84,5.22,5.55,3.42,11.6,16.38,,,,,,,,,
IT,TATAELXSI,Expenses,,,327.0,338.0,320.0,368.0,464.0,549.0,637.0,671.0,,,,,,,,,
IT,TATAELXSI,Interest,,,2.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,,,,,,,,,
IT,TATAELXSI,Other Income,,,2.0,0.0,1.0,4.0,4.0,-11.0,12.0,3.0,,,,,,,,,
IT,TATAELXSI,Pat,,,53.0,58.0,49.0,33.0,35.0,21.0,72.0,102.0,,,,,,,,,
IT,TATAELXSI,Pbt,,,62.0,62.0,51.0,32.0,55.0,33.0,112.0,155.0,,,,,,,,,
IT,TATAELXSI,Revenue,,,402.0,419.0,388.0,416.0,539.0,622.0,775.0,849.0,,,,,,,,,
IT,TCS,Depreciation,,,,,,,,1080.0,1349.0,1799.0,1888.0,1987.0,2014.0,2056.0,3529.0,4065.0,4604.0,5022.0,4985.0
IT,TCS,Ebit,,,,,,,,18040.0,25153.0,24482.0,30677.0,32311.0,32516.0,39506.0,42109.0,46546.0,53057.0,59259.0,64296.0
IT,TCS,Eps In Rs,,,,,,,,35.55,48.92,50.68,61.58,66.71,67.46,83.87,86.19,87.67,104.75,115.19,126.88
IT,TCS,Expenses,,,,,,,,44950.0,56657.0,70167.0,77969.0,85655.0,90588.0,106957.0,114840.0,117631.0,138697.0,166199.0,176597.0
IT,TCS,Interest,,,,,,,,48.0,39.0,104.0,33.0,32.0,52.0,198.0,924.0,637.0,784.0,779.0,778.0
IT,TCS,Other Income,,,,,,,,1178.0,1637.0,3720.0,3084.0,4221.0,3642.0,4311.0,4592.0,1916.0,4018.0,3449.0,3464.0
IT,TCS,Pat,,,,,,,,14076.0,19332.0,20060.0,24338.0,26357.0,25880.0,31562.0,32447.0,32562.0,38449.0,42303.0,46099.0
IT,TCS,Pbt,,,,,,,,18090.0,25402.0,26298.0,31840.0,34513.0,34092.0,41563.0,42248.0,43760.0,51687.0,56907.0,61997.0
IT,TCS,Revenue,,,,,,,,62989.0,81809.0,94648.0,108646.0,117966.0,123104.0,146463.0,156949.0,164177.0,191754.0,225458.0,240893.0
IT,TECHM,Depreciation,,,,,,,,200.0,522.0,611.0,759.0,978.0,1085.0,1129.0,1446.0,1458.0,1520.0,1957.0,1817.0
IT,TECHM,Ebit,,,,,,,,1422.0,4172.0,4193.0,4260.0,4184.0,4710.0,6271.0,5503.0,6796.0,8020.0,7763.0,4506.0
IT,TECHM,Eps In Rs,,,,,,,,25.13,32.44,27.35,30.92,28.88,38.78,43.7,41.76,45.73,57.27,49.6,24.14
IT,TECHM,Expenses,,,,,,,,5451.0,14630.0,18428.0,22234.0,24956.0,26063.0,28471.0,31365.0,31059.0,36626.0,45527.0,47489.0
IT,TECHM,Interest,,,,,,,,103.0,80.0,69.0,97.0,129.0,162.0,133.0,192.0,174.0,163.0,326.0,392.0
IT,TECHM,Other Income,,,,,,,,-141.0,244.0,106.0,453.0,775.0,1417.0,534.0,1192.0,788.0,1115.0,965.0,927.0
IT,TECHM,Pat,,,,,,,,1307.0,3062.0,2659.0,3027.0,2851.0,3786.0,4289.0,3897.0,4353.0,5630.0,4857.0,2397.0
IT,TECHM,Pbt,,,,,,,,978.0,3815.0,3618.0,3857.0,3853.0,4879.0,5543.0,5058.0,5953.0,7452.0,6446.0,3224.0
IT,TECHM,Revenue,,,,,,,,6873.0,18802.0,22621.0,26494.0,29141.0,30773.0,34742.0,36868.0,37855.0,44646.0,53290.0,51996.0
IT,WIPRO,Depreciation,,,,,,,,940.0,1060.0,1175.0,1496.0,2310.0,2112.0,1947.0,2086.0,2763.0,3078.0,3340.0,3407.0
IT,WIPRO,Ebit,,,,,,,,7657.0,9635.0,10299.0,10796.0,11321.0,10387.0,11613.0,12342.0,14771.0,16684.0,16839.0,16752.0
IT,WIPRO,Eps In Rs,,,,,,,,4.68,6.04,6.58,6.76,6.55,6.63,7.46,8.51,9.85,11.15,10.34,10.57
IT,WIPRO,Expenses,,,,,,,,29773.0,33788.0,36652.0,40448.0,44128.0,44100.0,47406.0,48795.0,47164.0,62628.0,73649.0,73008.0
IT,WIPRO,Interest,,,,,,,,289.0,383.0,350.0,558.0,594.0,583.0,738.0,733.0,509.0,532.0,1008.0,1255.0
IT,WIPRO,Other Income,,,,,,,,1440.0,1922.0,2450.0,2752.0,2623.0,2550.0,2614.0,2728.0,2404.0,2067.0,2275.0,2631.0
IT,WIPRO,Pat,,,,,,,,6182.0,7991.0,8714.0,8957.0,8518.0,8003.0,9018.0,9772.0,10868.0,12243.0,11366.0,11112.0
IT,WIPRO,Pbt,,,,,,,,7869.0,10114.0,11224.0,11494.0,11039.0,10242.0,11542.0,12252.0,13903.0,15141.0,14766.0,14721.0
IT,WIPRO,Revenue,,,,,,,,37430.0,43424.0,46951.0,51244.0,55448.0,54487.0,59019.0,61138.0,61935.0,79312.0,90488.0,89760.0
IT,HCLTECH,Net Margin %,,,,,,,,15.79,20.31,20.0,17.99,18.09,17.25,16.75,15.64,14.82,15.79,14.63,14.29
IT,INFY,Net Margin %,,,,,,,,23.37,21.26,23.2,21.6,20.96,22.73,18.64,18.33,19.33,18.21,16.43,17.08
IT,LTIM,Net Margin %,,,,,,,,14.59,20.24,15.45,14.3,14.94,15.22,16.05,13.97,15.67,15.13,13.29,12.91
IT,MINDTREE,Net Margin %,,,,,,6.76,11.38,14.35,14.87,15.05,11.81,8.0,10.43,10.74,8.13,13.93,15.71,,
IT,MPHASIS,Net Margin %,,,,,,,,12.84,11.68,11.65,10.39,13.03,12.8,13.88,13.4,12.52,11.96,11.87,11.71
IT,PERSISTENT,Net Margin %,,,,,,,,14.52,14.92,15.39,11.98,10.46,10.65,10.46,9.53,10.77,12.08,11.03,11.13
IT,TATAELXSI,Net Margin %,,,13.18,13.84,12.63,7.93,6.49,3.38,9.29,12.01,,,,,,,,,
IT,TCS,Net Margin %,,,,,,,,22.35,23.63,21.19,22.4,22.34,21.02,21.55,20.67,19.83,20.05,18.76,19.14
IT,TECHM,Net Margin %,,,,,,,,19.02,16.29,11.75,11.43,9.78,12.3,12.35,10.57,11.5,12.61,9.11,4.61
IT,WIPRO,Net Margin %,,,,,,,,16.52,18.4,18.56,17.48,15.36,14.69,15.28,15.98,17.55,15.44,12.56,12.38
IT,SECTOR_IT,Sector Net Margin %,,,13.18,13.84,12.63,7.01,10.31,19.71,20.74,19.73,19.31,18.62,18.55,18.03,17.32,17.53,17.27,15.52,15.44
Metals,COALINDIA,Depreciation,,,,,,,,1813.0,1996.0,2320.0,2826.0,2907.0,3063.0,3450.0,3451.0,3718.0,4429.0,6833.0,6735.0
Metals,COALINDIA,Ebit,,,,,,,,18087.0,17766.0,17343.0,18714.0,12448.0,9288.0,25007.0,21581.0,18628.0,24721.0,44232.0,47971.0
Metals,COALINDIA,Eps In Rs,,,,,,,,27.48,23.92,21.73,22.59,14.95,11.34,28.34,27.12,20.61,28.17,51.54,60.69
Metals,COALINDIA,Expenses,,,,,,,,50216.0,52842.0,56777.0,59147.0,65716.0,75956.0,74579.0,74500.0,71398.0,84995.0,94020.0,94352.0
Metals,COALINDIA,Interest,,,,,,,,46.0,59.0,9.0,388.0,410.0,430.0,264.0,503.0,642.0,541.0,684.0,819.0
Metals,COALINDIA,Other Income,,,,,,,,8752.0,7169.0,6570.0,5939.0,5316.0,4975.0,5834.0,6444.0,3742.0,3866.0,6560.0,8396.0
Metals,COALINDIA,Pat,,,,,,,,17356.0,15112.0,13727.0,14267.0,9280.0,7038.0,17464.0,16700.0,12702.0,17378.0,31723.0,37369.0
Metals,COALINDIA,Pbt,,,,,,,,24979.0,22880.0,21584.0,21440.0,14446.0,10770.0,27127.0,24071.0,18009.0,23616.0,43275.0,48813.0
Metals,COALINDIA,Revenue,,,,,,,,68303.0,70608.0,74120.0,77861.0,78164.0,85244.0,99586.0,96080.0,90026.0,109715.0,138252.0,142324.0
Metals,HINDALCO,Depreciation,,,,,,,,2822.0,3347.0,3493.0,4347.0,4457.0,4506.0,4777.0,5091.0,6628.0,6729.0,7086.0,7521.0
Metals,HINDALCO,Ebit,,,,,,,,7699.0,8024.0,8844.0,7778.0,12317.0,13695.0,15511.0,14306.0,17559.0,28347.0,22666.0,23872.0
Metals,HINDALCO,Eps In Rs,,,,,,,,15.81,10.53,4.14,-1.21,8.47,27.1,24.48,16.77,15.5,61.1,44.93,45.19
Metals,HINDALCO,Expenses,,,,,,,,72494.0,79671.0,95437.0,90981.0,87867.0,101488.0,115031.0,103838.0,114449.0,166712.0,200536.0,192090.0
Metals,HINDALCO,Interest,,,,,,,,2079.0,2702.0,4178.0,5134.0,5742.0,3911.0,3778.0,4197.0,3738.0,3768.0,3646.0,3858.0
Metals,HINDALCO,Other Income,,,,,,,,1111.0,677.0,-832.0,1500.0,1198.0,2879.0,1127.0,906.0,-987.0,1253.0,1307.0,1519.0
Metals,HINDALCO,Pat,,,,,,,,3007.0,2195.0,259.0,-702.0,1882.0,6083.0,5495.0,3767.0,3483.0,13730.0,10097.0,10155.0
Metals,HINDALCO,Pbt,,,,,,,,3909.0,2653.0,340.0,-203.0,3315.0,8157.0,8083.0,5924.0,6206.0,19103.0,13241.0,14012.0
Metals,HINDALCO,Revenue,,,,,,,,80193.0,87695.0,104281.0,98759.0,100184.0,115183.0,130542.0,118144.0,132008.0,195059.0,223202.0,215962.0
Metals,JSWSTEEL,Depreciation,,,,,,,,2237.0,3183.0,3434.0,3323.0,3430.0,3387.0,4041.0,4246.0,4679.0,6001.0,7474.0,8172.0
Metals,JSWSTEEL,Ebit,,,,,,,,6512.0,9169.0,9364.0,6422.0,12308.0,14916.0,18930.0,11813.0,20178.0,39114.0,18470.0,28157.0
Metals,JSWSTEEL,Eps In Rs,,,,,,,,4.32,1.87,7.43,-1.39,14.57,25.71,31.6,16.67,32.73,85.49,17.14,36.03
Metals,JSWSTEEL,Expenses,,,,,,,,31698.0,42051.0,43608.0,35124.0,43296.0,57017.0,65827.0,61513.0,59661.0,107257.0,147490.0,146849.0
Metals,JSWSTEEL,Interest,,,,,,,,1967.0,3048.0,3493.0,3601.0,3768.0,3701.0,3917.0,4265.0,3957.0,4968.0,6902.0,8105.0
Metals,JSWSTEEL,Other Income,,,,,,,,-307.0,-1630.0,103.0,-1966.0,18.0,-177.0,196.0,-289.0,473.0,1600.0,1561.0,1500.0
Metals,JSWSTEEL,Pat,,,,,,,,929.0,402.0,1722.0,-481.0,3467.0,6113.0,7524.0,3919.0,7873.0,20938.0,4139.0,8973.0
Metals,JSWSTEEL,Pbt,,,,,,,,1999.0,1308.0,2539.0,-2468.0,5128.0,7651.0,11168.0,3013.0,12015.0,29745.0,5655.0,13380.0
Metals,JSWSTEEL,Revenue,,,,,,,,38210.0,51220.0,52972.0,41546.0,55604.0,71933.0,84757.0,73326.0,79839.0,146371.0,165960.0,175006.0
Metals,NMDC,Depreciation,,,,,,,,139.0,151.0,173.0,218.0,197.0,257.0,279.0,295.0,229.0,288.0,336.0,351.0
Metals,NMDC,Ebit,,,,,,,,7370.0,7723.0,7765.0,2685.0,3595.0,5803.0,6925.0,6002.0,8790.0,12626.0,6054.0,7294.0
Metals,NMDC,Eps In Rs,,,,,,,,5.33,5.36,5.34,2.14,2.68,4.01,5.03,3.89,7.14,10.72,6.37,6.34
Metals,NMDC,Expenses,,,,,,,,3334.0,4335.0,4591.0,3771.0,5233.0,5812.0,5228.0,5697.0,6580.0,13338.0,11613.0,14014.0
Metals,NMDC,Interest,,,,,,,,13.0,2.0,0.0,66.0,21.0,37.0,40.0,10.0,17.0,39.0,75.0,78.0
Metals,NMDC,Other Income,,,,,,,,2243.0,2182.0,2155.0,1682.0,910.0,667.0,588.0,417.0,351.0,716.0,2004.0,1087.0
Metals,NMDC,Pat,,,,,,,,6334.0,6371.0,6351.0,2544.0,2543.0,3808.0,4617.0,3573.0,6277.0,9429.0,5601.0,5575.0
Metals,NMDC,Pbt,,,,,,,,9461.0,9753.0,9747.0,4084.0,4287.0,6176.0,7194.0,6114.0,8896.0,13016.0,7646.0,7952.0
Metals,NMDC,Revenue,,,,,,,,10704.0,12058.0,12356.0,6456.0,8828.0,11615.0,12153.0,11699.0,15370.0,25965.0,17667.0,21308.0
Metals,SAIL,Depreciation,,,,,,,,1527.0,1836.0,1907.0,2404.0,2682.0,3066.0,3385.0,3756.0,4103.0,4275.0,4964.0,5278.0
Metals,SAIL,Ebit,,,,,,,,4910.0,4157.0,4815.0,-2834.0,115.0,4708.0,9807.0,10264.0,12776.0,21363.0,8038.0,11149.0
Metals,SAIL,Eps In Rs,,,,,,,,5.64,6.42,4.93,-10.11,-6.67,-0.68,5.69,5.13,10.04,29.64,5.27,7.42
Metals,SAIL,Expenses,,,,,,,,39982.0,42646.0,41217.0,41628.0,44094.0,52788.0,57167.0,51400.0,56337.0,82114.0,96410.0,94229.0
Metals,SAIL,Interest,,,,,,,,846.0,1047.0,1555.0,2300.0,2528.0,2823.0,3155.0,3487.0,2817.0,1698.0,2037.0,2474.0
Metals,SAIL,Other Income,,,,,,,,923.0,2071.0,892.0,425.0,378.0,654.0,283.0,280.0,1349.0,902.0,1856.0,665.0
Metals,SAIL,Pat,,,,,,,,2329.0,2652.0,1939.0,-4176.0,-2756.0,-281.0,2349.0,2121.0,4148.0,12243.0,2177.0,3067.0
Metals,SAIL,Pbt,,,,,,,,3460.0,3346.0,2245.0,-7114.0,-4716.0,-527.0,3549.0,3302.0,7206.0,16292.0,2892.0,4062.0
Metals,SAIL,Revenue,,,,,,,,44891.0,46804.0,46032.0,38793.0,44210.0,57496.0,66973.0,61664.0,69114.0,103477.0,104448.0,105378.0
Metals,TATASTEEL,Depreciation,,,,,,,,5575.0,5841.0,5944.0,5306.0,5673.0,5742.0,7342.0,8441.0,9234.0,9101.0,9335.0,9882.0
Metals,TATASTEEL,Ebit,,,,,,,,3965.0,16184.0,3409.0,-625.0,13144.0,21433.0,29318.0,17463.0,30504.0,63490.0,32300.0,22248.0
Metals,TATASTEEL,Eps In Rs,,,,,,,,-6.26,3.19,-3.48,-0.34,-3.76,11.93,9.07,1.38,6.26,32.88,7.17,-3.55
Metals,TATASTEEL,Expenses,,,,,,,,130746.0,132430.0,136095.0,102590.0,99156.0,101816.0,128351.0,122354.0,125790.0,180469.0,211053.0,206923.0
Metals,TATASTEEL,Interest,,,,,,,,3968.0,4337.0,4848.0,4221.0,5072.0,5455.0,7660.0,7533.0,7607.0,5462.0,6299.0,7508.0
Metals,TATASTEEL,Other Income,,,,,,,,1445.0,716.0,5994.0,10346.0,-3789.0,10898.0,1524.0,-2884.0,180.0,1300.0,1569.0,-6005.0
Metals,TATASTEEL,Pat,,,,,,,,-7272.0,3665.0,-3939.0,-497.0,-4169.0,17743.0,9122.0,1174.0,8190.0,41749.0,8075.0,-4910.0
Metals,TATASTEEL,Pbt,,,,,,,,-4133.0,6722.0,-1388.0,193.0,-1391.0,21135.0,15841.0,-1395.0,13844.0,50227.0,18235.0,-1147.0
Metals,TATASTEEL,Revenue,,,,,,,,134712.0,148614.0,139504.0,101965.0,112299.0,123249.0,157669.0,139817.0,156294.0,243959.0,243353.0,229171.0
Metals,VEDL,Depreciation,,,,,,,,197.0,6882.0,7159.0,8572.0,6292.0,6283.0,8192.0,9093.0,7638.0,8895.0,10555.0,10723.0
Metals,VEDL,Ebit,,,,,,,,465.0,19595.0,22114.0,-18479.0,21376.0,24877.0,23171.0,20743.0,27318.0,44824.0,34431.0,35312.0
Metals,VEDL,Eps In Rs,,,,,,,,26.24,21.25,-52.77,-41.39,23.47,27.82,19.01,-17.93,31.21,50.58,28.45,11.4
Metals,VEDL,Expenses,,,,,,,,2283.0,46557.0,51595.0,82741.0,50849.0,66989.0,68877.0,63704.0,60703.0,87908.0,112877.0,108415.0
Metals,VEDL,Interest,,,,,,,,475.0,5094.0,5659.0,5778.0,5855.0,5112.0,5689.0,4977.0,5210.0,4797.0,6225.0,9465.0
Metals,VEDL,Other Income,,,,,,,,33.0,1874.0,-19222.0,4290.0,4423.0,6087.0,4270.0,-14932.0,2743.0,1832.0,2625.0,5239.0
Metals,VEDL,Pat,,,,,,,,2280.0,11421.0,-11369.0,-17862.0,11316.0,13692.0,9698.0,-4744.0,15032.0,23710.0,14503.0,7539.0
Metals,VEDL,Pbt,,,,,,,,-174.0,9493.0,-9925.0,-28540.0,13652.0,19569.0,13560.0,-8259.0,17213.0,32964.0,20276.0,20363.0
Metals,VEDL,Revenue,,,,,,,,2749.0,66152.0,73710.0,64262.0,72225.0,91866.0,92048.0,84447.0,88021.0,132732.0,147308.0,143727.0
Metals,COALINDIA,Net Margin %,,,,,,,,25.41,21.4,18.52,18.32,11.87,8.26,17.54,17.38,14.11,15.84,22.95,26.26
Metals,COALINDIA,Revenue CAGR %,,,,,,,,,,,,,,,,,,,6.9
Metals,COALINDIA,PAT CAGR %,,,,,,,,,,,,,,,,,,,7.22
Metals,HINDALCO,Net Margin %,,,,,,,,3.75,2.5,0.25,-0.71,1.88,5.28,4.21,3.19,2.64,7.04,4.52,4.7
Metals,HINDALCO,Revenue CAGR %,,,,,,,,,,,,,,,,,,,9.42
Metals,HINDALCO,PAT CAGR %,,,,,,,,,,,,,,,,,,,11.7
Metals,JSWSTEEL,Net Margin %,,,,,,,,2.43,0.78,3.25,-1.16,6.24,8.5,8.88,5.34,9.86,14.3,2.49,5.13
Metals,JSWSTEEL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,14.84
Metals,JSWSTEEL,PAT CAGR %,,,,,,,,,,,,,,,,,,,22.9
Metals,NMDC,Net Margin %,,,,,,,,59.17,52.84,51.4,39.41,28.81,32.79,37.99,30.54,40.84,36.31,31.7,26.16
Metals,NMDC,Revenue CAGR %,,,,,,,,,,,,,,,,,,,6.46
Metals,NMDC,PAT CAGR %,,,,,,,,,,,,,,,,,,,-1.15
Metals,SAIL,Net Margin %,,,,,,,,5.19,5.67,4.21,-10.76,-6.23,-0.49,3.51,3.44,6.0,11.83,2.08,2.91
Metals,SAIL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,8.07
Metals,SAIL,PAT CAGR %,,,,,,,,,,,,,,,,,,,2.53
Metals,TATASTEEL,Net Margin %,,,,,,,,-5.4,2.47,-2.82,-0.49,-3.71,14.4,5.79,0.84,5.24,17.11,3.32,-2.14
Metals,TATASTEEL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,4.95
Metals,TATASTEEL,PAT CAGR %,,,,,,,,,,,,,,,,,,,-3.51
Metals,VEDL,Net Margin %,,,,,,,,82.94,17.26,-15.42,-27.8,15.67,14.9,10.54,-5.62,17.08,17.86,9.85,5.25
Metals,VEDL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,43.29
Metals,VEDL,PAT CAGR %,,,,,,,,,,,,,,,,,,,11.48
Metals,SECTOR_Metals,Sector Net Margin %,,,,,,,,6.57,8.66,1.73,-1.61,4.57,9.74,8.74,4.53,9.15,14.54,7.34,6.57
